            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2458657.845138889, A.D. 2019-Jun-23 08:17:00.0000, -5.247816504541962E+07, -3.901348227782982E+07,  1.500144640379095E+06,  1.973520310598746E+01, -3.642658841399918E+01, -4.787974782177583E+00,
2458660.845138889, A.D. 2019-Jun-26 08:17:00.0000, -4.659497031920671E+07, -4.779693373655486E+07,  2.424580490341745E+05,  2.548044804277295E+01, -3.123525641319140E+01, -4.890814734203426E+00,
2458663.845138889, A.D. 2019-Jun-29 08:17:00.0000, -3.936027279850466E+07, -5.515524363186444E+07, -1.022755508814275E+06,  3.017032284457185E+01, -2.545670169112503E+01, -4.848853935732228E+00,
2458666.845138889, A.D. 2019-Jul-02 08:17:00.0000, -3.104259592570514E+07, -6.095496648084222E+07, -2.259958149255764E+06,  3.384217152815134E+01, -1.922885883376992E+01, -4.676789408157800E+00,
2458669.845138889, A.D. 2019-Jul-05 08:17:00.0000, -2.190222867409498E+07, -6.509370311885124E+07, -3.436904316617109E+06,  3.652110430765936E+01, -1.265561306473786E+01, -4.385413589070055E+00,
2458672.845138889, A.D. 2019-Jul-08 08:17:00.0000, -1.219510695361155E+07, -6.749292581330086E+07, -4.523698432127666E+06,  3.821496112946797E+01, -5.819144488298431E+00, -3.982161009011803E+00,
2458675.845138889, A.D. 2019-Jul-11 08:17:00.0000, -2.177724561118054E+06, -6.809374336397979E+07, -5.491998336402785E+06,  3.891116412515379E+01,  1.209549785448330E+00, -3.471679364350065E+00,
2458678.845138889, A.D. 2019-Jul-14 08:17:00.0000,  7.887264751045780E+06, -6.685527992976646E+07, -6.314368913214929E+06,  3.857441975024215E+01,  8.360811163002564E+00, -2.856423168823187E+00,
2458681.845138889, A.D. 2019-Jul-17 08:17:00.0000,  1.772491293719557E+07, -6.375565122790691E+07, -6.963799131068792E+06,  3.714489649500923E+01,  1.555590374883939E+01, -2.137337717852301E+00,
2458684.845138889, A.D. 2019-Jul-20 08:17:00.0000,  2.704145122200806E+07, -5.879586430148724E+07, -7.413422014427148E+06,  3.453711971670960E+01,  2.269461954855850E+01, -1.314770536643586E+00,
2458687.845138889, A.D. 2019-Jul-23 08:17:00.0000,  3.551767310460161E+07, -5.200736048827648E+07, -7.636524005936258E+06,  3.064064563579053E+01,  2.963927018692792E+01, -3.898412909351077E-01,
2458690.845138889, A.D. 2019-Jul-26 08:17:00.0000,  4.280296353465153E+07, -4.346437048714602E+07, -7.607006813539054E+06,  2.532493380882830E+01,  3.619326697361376E+01,  6.333609641219020E-01,
2458693.845138889, A.D. 2019-Jul-29 08:17:00.0000,  4.851161501169176E+07, -3.330269108905550E+07, -7.300583779304650E+06,  1.845318075374957E+01,  4.207283904501037E+01,  1.744197761607674E+00,
2458696.845138889, A.D. 2019-Aug-01 08:17:00.0000,  5.222476141546836E+07, -2.174666303784387E+07, -6.697161734609978E+06,  9.913650260303266E+00,  4.687246873592682E+01,  2.919782715109562E+00,
2458699.845138889, A.D. 2019-Aug-04 08:17:00.0000,  5.350410103891584E+07, -9.145297855000811E+06, -5.785051945061966E+06, -3.180568990481317E-01,  5.003090551604495E+01,  4.116492007975481E+00,
2458702.845138889, A.D. 2019-Aug-07 08:17:00.0000,  5.192753409280065E+07,  3.984965884408853E+06, -4.567733121699270E+06, -1.206973003632807E+01,  5.081949161636290E+01,  5.258986164143796E+00,
